"pk_FieldID","refNumber","name","fk_DataTypeID","isRequired","isUnique","fk_TableID","fk_CreatedBy","createdDate","modifiedDate","status","isCombined","pivot","fk_LookupFieldID","calculateFormula","listValues","fromRange","toRange"
1,id_factory,id_factory,Integer,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
2,id_question,id_question,Text,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
3,id_form,id_form,Integer,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
4,nm_order,nm_order,Integer,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
5,de_kind,de_kind,Text,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
6,de_title,de_title,Text,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
7,fl_mandatory,fl_mandatory,Integer,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
8,nm_bifurca,nm_bifurca,Integer,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
9,fl_deleted,fl_deleted,Integer,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
10,dt_created,dt_created,DateTime,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
11,dt_modified,dt_modified,DateTime,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
12,id_question_old,id_question_old,Integer,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
13,de_subtypes,de_subtypes,Text,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
14,__deleted,__deleted,Text,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
15,__op,__op,Text,0,0,"1","182",1740737001,1740737001,1,,data,,,,,
57827,age,age,integer,0,0,"5c394676-a066-4e95-b92a-effe4160c91b",a7213db3-af1d-4810-ac21-e49160b82291,1742894855076,1742894855076,1,,data,,,,,
57828,prod,prod,bigint,0,0,"5c394676-a066-4e95-b92a-effe4160c91b",a7213db3-af1d-4810-ac21-e49160b82291,1742894855076,1742894855076,1,,data,,,,,
57829,name,name,character varying(12),0,0,"5c394676-a066-4e95-b92a-effe4160c91b",a7213db3-af1d-4810-ac21-e49160b82291,1742894855076,1742894855076,1,,data,,,,,
57830,id,id,integer,0,0,"2407ecd9-7818-436d-bac0-78cc5f492566",a7213db3-af1d-4810-ac21-e49160b82291,1742894855592,1742894855592,1,,data,,,,,
57831,name,name,character varying(256),0,0,"2407ecd9-7818-436d-bac0-78cc5f492566",a7213db3-af1d-4810-ac21-e49160b82291,1742894855592,1742894855592,1,,data,,,,,
57832,modified,modified,timestamp without time zone,0,0,"2407ecd9-7818-436d-bac0-78cc5f492566",a7213db3-af1d-4810-ac21-e49160b82291,1742894855592,1742894855592,1,,data,,,,,
57833,value,value,integer,0,0,"2407ecd9-7818-436d-bac0-78cc5f492566",a7213db3-af1d-4810-ac21-e49160b82291,1742894855592,1742894855592,1,,data,,,,,
57834,productid,productid,character varying,0,0,"8e0d87a4-2626-4acd-ab60-70ac91aa794c",a7213db3-af1d-4810-ac21-e49160b82291,1742894855756,1742894855756,1,,data,,,,,
57835,executionid,executionid,character varying,0,0,"8e0d87a4-2626-4acd-ab60-70ac91aa794c",a7213db3-af1d-4810-ac21-e49160b82291,1742894855756,1742894855756,1,,data,,,,,
57836,urn,urn,character varying,0,0,"8e0d87a4-2626-4acd-ab60-70ac91aa794c",a7213db3-af1d-4810-ac21-e49160b82291,1742894855756,1742894855756,1,,data,,,,,
57837,schema,schema,json,0,0,"8e0d87a4-2626-4acd-ab60-70ac91aa794c",a7213db3-af1d-4810-ac21-e49160b82291,1742894855756,1742894855756,1,,data,,,,,
57838,type,type,character varying,0,0,"8e0d87a4-2626-4acd-ab60-70ac91aa794c",a7213db3-af1d-4810-ac21-e49160b82291,1742894855756,1742894855756,1,,data,,,,,
57839,pipelineid,pipelineid,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57840,executionid,executionid,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57841,productid,productid,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57842,domain,domain,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57843,cloudtype,cloudtype,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57844,runtype,runtype,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57845,cloudcomputeresourceid,cloudcomputeresourceid,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57846,cloudjobid,cloudjobid,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57847,jobtype,jobtype,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57848,jobstatus,jobstatus,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57849,jobstarttime,jobstarttime,timestamp without time zone,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57850,jobendtime,jobendtime,timestamp without time zone,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57851,lastmodifieddate,lastmodifieddate,timestamp without time zone,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57852,jsonfilename,jsonfilename,character varying,0,0,"1ad22e80-015b-4e81-a110-7d74c2921537",a7213db3-af1d-4810-ac21-e49160b82291,1742894855758,1742894855758,1,,data,,,,,
57853,productid,productid,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57854,jobid,jobid,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57855,date,date,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57856,source,source,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57857,schema,schema,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57858,sampledata,sampledata,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57859,componentType,componentType,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57860,componentName,componentName,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57861,outputPortType,outputPortType,text,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57862,domain,domain,character varying,0,0,"53e046fc-5bba-4c43-a46c-620f06e7b6ad",a7213db3-af1d-4810-ac21-e49160b82291,1742894855973,1742894855973,1,,data,,,,,
57863,product_id,product_id,text,0,0,"02472636-3288-4426-865a-f915f4cd029d",a7213db3-af1d-4810-ac21-e49160b82291,1742894856316,1742894856316,1,,data,,,,,
57864,product_name,product_name,text,0,0,"02472636-3288-4426-865a-f915f4cd029d",a7213db3-af1d-4810-ac21-e49160b82291,1742894856316,1742894856316,1,,data,,,,,
57865,total_sales,total_sales,text,0,0,"02472636-3288-4426-865a-f915f4cd029d",a7213db3-af1d-4810-ac21-e49160b82291,1742894856316,1742894856316,1,,data,,,,,
57866,region,region,text,0,0,"02472636-3288-4426-865a-f915f4cd029d",a7213db3-af1d-4810-ac21-e49160b82291,1742894856316,1742894856316,1,,data,,,,,
57867,current_stock,current_stock,text,0,0,"02472636-3288-4426-865a-f915f4cd029d",a7213db3-af1d-4810-ac21-e49160b82291,1742894856316,1742894856316,1,,data,,,,,
57868,buffer_stock,buffer_stock,text,0,0,"02472636-3288-4426-865a-f915f4cd029d",a7213db3-af1d-4810-ac21-e49160b82291,1742894856316,1742894856316,1,,data,,,,,
57869,dpid,dpid,character varying,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57870,dp_name,dp_name,character varying,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57871,airflow_json,airflow_json,json,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57872,dependency,dependency,json,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57873,groupid,groupid,character varying,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57874,dag_config,dag_config,json,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57875,createddate,createddate,timestamp without time zone,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57876,lastmodifieddate,lastmodifieddate,timestamp without time zone,0,0,e2498807-e1e9-4073-a2d3-6a5b42e35e58,a7213db3-af1d-4810-ac21-e49160b82291,1742894856355,1742894856355,1,,data,,,,,
57877,pipelineid,pipelineid,character varying,0,0,"1b78c448-cae3-4d9a-81d6-8a22da0c2cac",a7213db3-af1d-4810-ac21-e49160b82291,1742894856610,1742894856610,1,,data,,,,,
57878,productid,productid,character varying,0,0,"1b78c448-cae3-4d9a-81d6-8a22da0c2cac",a7213db3-af1d-4810-ac21-e49160b82291,1742894856610,1742894856610,1,,data,,,,,
57879,domain,domain,character varying,0,0,"1b78c448-cae3-4d9a-81d6-8a22da0c2cac",a7213db3-af1d-4810-ac21-e49160b82291,1742894856610,1742894856610,1,,data,,,,,
57880,cloudtype,cloudtype,character varying,0,0,"1b78c448-cae3-4d9a-81d6-8a22da0c2cac",a7213db3-af1d-4810-ac21-e49160b82291,1742894856610,1742894856610,1,,data,,,,,
57881,bytejson,bytejson,json,0,0,"1b78c448-cae3-4d9a-81d6-8a22da0c2cac",a7213db3-af1d-4810-ac21-e49160b82291,1742894856610,1742894856610,1,,data,,,,,
57882,domain,domain,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57883,inputtopic,inputtopic,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57884,outputtopic,outputtopic,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57885,cloudservicesconstant,cloudservicesconstant,text,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57886,schedulerservicesconstant,schedulerservicesconstant,text,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57887,orchestratorservicesconstant,orchestratorservicesconstant,text,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57888,cloudservicesport,cloudservicesport,integer,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57889,schedulerservicesport,schedulerservicesport,integer,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57890,mysql,mysql,json,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57891,postgresql,postgresql,json,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57892,airflow,airflow,json,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57893,cloudservicesconnectionid,cloudservicesconnectionid,json,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57894,portal,portal,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57895,byteetllocation,byteetllocation,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57896,byteetlconfiglocation,byteetlconfiglocation,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57897,lastmodifieddate,lastmodifieddate,timestamp without time zone,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57898,createddate,createddate,timestamp without time zone,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57899,metadataingestionservicesconstant,metadataingestionservicesconstant,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57900,triggerservicesconstant,triggerservicesconstant,character varying,0,0,"5456900e-11ba-4cef-bf55-b251091e6fa2",a7213db3-af1d-4810-ac21-e49160b82291,1742894856656,1742894856656,1,,data,,,,,
57901,byte_dag_id,byte_dag_id,character varying,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57902,dag_name,dag_name,character varying,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57903,scheduler_json,scheduler_json,json,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57904,domain,domain,character varying,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57905,cloud_type,cloud_type,character varying,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57906,path,path,character varying,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57907,status,status,boolean,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57908,pipeline_list,pipeline_list,json,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57909,createddate,createddate,timestamp without time zone,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57910,lastmodifieddate,lastmodifieddate,timestamp without time zone,0,0,"45467e10-b22b-4c87-bdd0-c0f00e4c5215",a7213db3-af1d-4810-ac21-e49160b82291,1742894856741,1742894856741,1,,data,,,,,
57911,dpid,dpid,character varying,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57912,dp_name,dp_name,character varying,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57913,airflow_json,airflow_json,json,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57914,dependency,dependency,json,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57915,groupid,groupid,character varying,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57916,dag_config,dag_config,json,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57917,createddate,createddate,timestamp without time zone,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57918,lastmodifieddate,lastmodifieddate,timestamp without time zone,0,0,b7a5d5db-d4d3-4b87-8e31-5a4006629097,a7213db3-af1d-4810-ac21-e49160b82291,1742894857025,1742894857025,1,,data,,,,,
57919,pipelinejobid,pipelinejobid,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57920,dpid,dpid,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57921,executionid,executionid,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57922,cloudtype,cloudtype,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57923,runtype,runtype,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57924,cloudcomputeresourceid,cloudcomputeresourceid,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57925,cloudjobid,cloudjobid,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57926,totalcost_usd,totalcost_usd,double precision,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57927,runduration_sec,runduration_sec,integer,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57928,vcpu_hour,vcpu_hour,double precision,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57929,memory_gb_hour,memory_gb_hour,double precision,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57930,storage_gb_hour,storage_gb_hour,double precision,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57931,jobstatus,jobstatus,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57932,insertiondate,insertiondate,timestamp without time zone,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57933,lastmodifieddate,lastmodifieddate,timestamp without time zone,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57934,domain,domain,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57935,jobtype,jobtype,character varying,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57936,storagepaths,storagepaths,json,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57937,storagesize_gb,storagesize_gb,double precision,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57938,storagecost_usd,storagecost_usd,double precision,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57939,data_access_cost_usd,data_access_cost_usd,json,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57940,billing_payload,billing_payload,json,0,0,"341b0e90-c450-4311-99ea-4fb1f7ba6962",a7213db3-af1d-4810-ac21-e49160b82291,1742894857114,1742894857114,1,,data,,,,,
57941,byte_dag_id,byte_dag_id,character varying,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57942,dag_name,dag_name,character varying,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57943,scheduler_json,scheduler_json,json,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57944,domain,domain,character varying,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57945,cloud_type,cloud_type,character varying,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57946,path,path,character varying,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57947,status,status,boolean,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57948,pipeline_list,pipeline_list,json,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57949,createddate,createddate,timestamp without time zone,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57950,lastmodifieddate,lastmodifieddate,timestamp without time zone,0,0,aa3dd917-9189-4340-a297-c61e271073ab,a7213db3-af1d-4810-ac21-e49160b82291,1742894857425,1742894857425,1,,data,,,,,
57951,pk_ProfileID,pk_ProfileID,int,0,0,ea3c9a49-5e9e-44b8-911b-5a84cfbdf905,a7213db3-af1d-4810-ac21-e49160b82291,1742895296434,1742895296434,1,,data,,,,,
57952,profileName,profileName,varchar,0,0,ea3c9a49-5e9e-44b8-911b-5a84cfbdf905,a7213db3-af1d-4810-ac21-e49160b82291,1742895296434,1742895296434,1,,data,,,,,
57953,Tags,Tags,varchar,0,0,ea3c9a49-5e9e-44b8-911b-5a84cfbdf905,a7213db3-af1d-4810-ac21-e49160b82291,1742895296434,1742895296434,1,,data,,,,,
57954,createdDate,createdDate,datetime,0,0,ea3c9a49-5e9e-44b8-911b-5a84cfbdf905,a7213db3-af1d-4810-ac21-e49160b82291,1742895296434,1742895296434,1,,data,,,,,
57955,pk_User_SubscribedKPIID,pk_User_SubscribedKPIID,int,0,0,"5731906d-7043-4e15-8a57-ef14c03ad247",a7213db3-af1d-4810-ac21-e49160b82291,1742895296658,1742895296658,1,,data,,,,,
57956,fk_UserID,fk_UserID,int,0,0,"5731906d-7043-4e15-8a57-ef14c03ad247",a7213db3-af1d-4810-ac21-e49160b82291,1742895296658,1742895296658,1,,data,,,,,
57957,fk_SubscribedKPIID,fk_SubscribedKPIID,int,0,0,"5731906d-7043-4e15-8a57-ef14c03ad247",a7213db3-af1d-4810-ac21-e49160b82291,1742895296658,1742895296658,1,,data,,,,,
57958,pk_userdefinedsettingid,pk_userdefinedsettingid,int,0,0,cf98da9b-fcd2-47f0-82d4-353c73220c54,a7213db3-af1d-4810-ac21-e49160b82291,1742895296780,1742895296780,1,,data,,,,,
57959,fk_derivedkpiid,fk_derivedkpiid,int,0,0,cf98da9b-fcd2-47f0-82d4-353c73220c54,a7213db3-af1d-4810-ac21-e49160b82291,1742895296780,1742895296780,1,,data,,,,,
57960,fk_userid,fk_userid,int,0,0,cf98da9b-fcd2-47f0-82d4-353c73220c54,a7213db3-af1d-4810-ac21-e49160b82291,1742895296780,1742895296780,1,,data,,,,,
57961,advancedSettings,advancedSettings,varchar,0,0,cf98da9b-fcd2-47f0-82d4-353c73220c54,a7213db3-af1d-4810-ac21-e49160b82291,1742895296780,1742895296780,1,,data,,,,,
57962,additionalInsightConfig,additionalInsightConfig,text,0,0,cf98da9b-fcd2-47f0-82d4-353c73220c54,a7213db3-af1d-4810-ac21-e49160b82291,1742895296780,1742895296780,1,,data,,,,,
57963,pk_Profile_SubscribedKPIID,pk_Profile_SubscribedKPIID,int,0,0,"805e6173-87cf-401e-8904-1ee6e71d73b0",a7213db3-af1d-4810-ac21-e49160b82291,1742895296903,1742895296903,1,,data,,,,,
